word,length,n_synsets,n_synonyms,n_consonants,n_vowels,n_hypernyms,n_hyponyms,n_consonantconjuncts,n_syllables,frequency,label
द्विजेंद्र,0.857142857142857,0.230769230769231,1,0.6,1,0.098214285714286,0.032669322709163,0.666666666666667,1,0.000511334583262,1
द्विजेन्द्र,1,0.230769230769231,1,0.8,1,0.098214285714286,0.032669322709163,1,1,0.002386228055224,1
सावित्र,0.428571428571429,0.615384615384615,0.770833333333333,0.4,0.5,1,0.12191235059761,0.333333333333333,0.5,0.000170444861087,1
भूसुर,0.142857142857143,0,0,0.2,0.25,0,0,0,0,0.000170444861087,1
इरेश,0,0.230769230769231,0.557291666666667,0,0.25,0.602678571428571,0.001593625498008,0,0,0.000170444861087,1
वर्णज्येष्ठ,1,0,0,1,0.75,0,0,1,0.5,0,1
अग्निशिखा,1,0.142857142857143,0.25,0.6,1,0.565573770491803,0.045751633986928,1,0.75,0.030232558139535,1
धधक,0.142857142857143,0.142857142857143,0.25,0.4,0,0.557377049180328,0.032679738562092,0,0.25,0.162790697674419,1
अर्चि,0.428571428571429,0,0.184782608695652,0.2,0.6,0.549180327868853,0.032679738562092,1,0.25,0,1
धँधोर,0.428571428571429,0.142857142857143,0.260869565217391,0.4,0.4,0.598360655737705,0.032679738562092,0,0.25,0,1
प्रसिति,0.714285714285714,0.285714285714286,0.58695652173913,0.6,0.6,1,1,1,0.75,0,1
विखण्डन,0.75,0.333333333333333,0.454545454545454,1,0.5,0.216216216216216,0,1,0.75,0.013973268529769,1
अवच्छेदन,1,0.333333333333333,1,1,1,0.216216216216216,0.5,1,1,0,1
तक़सीम,0.5,0.333333333333333,0.636363636363636,0.666666666666667,0.5,0.216216216216216,0,0,0.5,0.001822600243013,1
तक्सीम,0.5,0.333333333333333,0.636363636363636,0.666666666666667,0.5,0.216216216216216,0,1,0.5,0.000607533414338,1
तक़्सीम,0.75,0.333333333333333,0.636363636363636,0.666666666666667,1,0.216216216216216,0,1,0,0,1
अनपका,0.25,0.111111111111111,0.163636363636364,0.25,0.4,0,0,0,0.4,0,1
अपक्व,0.25,0.222222222222222,0.509090909090909,0.25,0.4,0,0,0.333333333333333,0.2,0.001193568770624,1
अपरिपक्व,0.625,0.333333333333333,0.509090909090909,0.75,0.6,0,0,0.333333333333333,0.6,0.008495401249737,1
काँचा,0.25,0.222222222222222,0.363636363636364,0,0.6,0,0,0,0.2,0,1
काचा,0.125,0.222222222222222,0.363636363636364,0,0.4,0,0,0,0.2,0.00112335884294,1
अशृत,0.125,0.111111111111111,0.290909090909091,0,0.4,0,0,0,0.2,0,1
अव्युत्पन्न,1,0.333333333333333,0.109090909090909,1,1,0,0,1,0.4,0.000280839710735,1
अनभिज्ञ,0.5,0.333333333333333,0.709090909090909,0.5,0.6,0,0,0.333333333333333,0.4,0.0186056308362,1
अधबुध,0.25,0,0,0.25,0.4,1,0,0,0.4,0,1
अर्धशिक्षित,1,0,0,1,1,1,0,0.666666666666667,0.6,0.00056167942147,1
अनसीझा,0.375,0,0.127272727272727,0.25,0.6,0,0,0,0.6,0,1
अचुरा,0.25,0,0.127272727272727,0,0.6,0,0,0,0.4,0,1
अविदग्ध,0.5,0.111111111111111,0.236363636363636,0.5,0.6,0,0,0.333333333333333,0.4,7.02099276837745E-05,1
नौसिखुआ,0.5,0,0.072727272727273,0.25,0.8,1,1,0,0.4,0.00056167942147,1
नौसिख,0.25,0,0.163636363636364,0.25,0.4,0,0,0,0.2,0,1
नवसिखुआ,0.5,0,0.072727272727273,0.5,0.6,1,1,0,0.6,0.000280839710735,1
अनभ्यस्त,0.625,0.222222222222222,0.327272727272727,0.75,0.6,0,0,0.666666666666667,0.4,0.000842519132205,1
अनतपा,0.25,0,0,0.25,0.4,0,0,0,0.4,0,1
अगास,0.272727272727273,0,0.09009009009009,0.142857142857143,0.5,0,0.007462686567164,0,0.25,0.000263643553915,1
दिव,0.181818181818182,0.25,0.267267267267267,0.142857142857143,0.25,0.108433734939759,0.061194029850746,0,0,0.00105457421566,1
दिव्,0.272727272727273,0.25,0.267267267267267,0.142857142857143,0.5,0.108433734939759,0.061194029850746,0.333333333333333,0,0.004481940416557,1
ख,0,0.25,0.114114114114114,0,0,0.180722891566265,0.007462686567164,0,0,0.501186395992618,1
अभ्र,0.272727272727273,0.375,0.558558558558558,0.142857142857143,0.5,0.060240963855422,0.037313432835821,0.333333333333333,0.25,0.001845504877406,1
गैन,0.181818181818182,0.125,0.093093093093093,0.142857142857143,0.25,0.710843373493976,0.007462686567164,0,0,0.00105457421566,1
वियत,0.272727272727273,0,0.09009009009009,0.285714285714286,0.25,0,0.007462686567164,0,0.25,0.008436593725283,1
वियत्,0.363636363636364,0,0.09009009009009,0.285714285714286,0.5,0,0.007462686567164,0.333333333333333,0.25,0,1
सोमधारा,0.545454545454545,0.125,0.228228228228228,0.428571428571429,0.75,0.024096385542169,0.008955223880597,0,0.75,0,1
वृजन,0.272727272727273,0.625,0.477477477477478,0.285714285714286,0.25,0.771084337349398,0.43134328358209,0,0.25,0,1
त्रिदशवर्त्म,1,0,0.09009009009009,1,1,0,0.007462686567164,1,1,0,1
त्रिदिव,0.545454545454545,0.25,0.264264264264264,0.428571428571429,0.75,0.096385542168675,0.041791044776119,0.333333333333333,0.5,0.000790930661745,1
नभस्थल,0.454545454545454,0,0.09009009009009,0.571428571428571,0.25,0,0.007462686567164,0.333333333333333,0.5,0,1
मेघद्वार,0.636363636363636,0.125,0.201201201201201,0.571428571428571,0.75,0.44578313253012,0.007462686567164,0.333333333333333,0.5,0,1
मेघवेश्म,0.636363636363636,0,0.09009009009009,0.571428571428571,0.75,0,0.007462686567164,0.333333333333333,0.5,0,1
अविष,0.272727272727273,0.375,0.576576576576577,0.142857142857143,0.5,0.373493975903614,0.429850746268657,0,0.25,0,1
द्यु,0.272727272727273,0.625,0.564564564564565,0.142857142857143,0.5,0.626506024096386,0.152238805970149,0.333333333333333,0.25,0,1
महाविल,0.454545454545454,0.125,0.351351351351351,0.428571428571429,0.5,0.373493975903614,0.007462686567164,0,0.5,0,1
निर्मोक,0.545454545454545,0.375,0.141141141141141,0.428571428571429,0.75,0.120481927710843,0.035820895522388,0.333333333333333,0.25,0.001581861323491,1
तारापथ,0.454545454545454,0,0.09009009009009,0.428571428571429,0.5,0,0.007462686567164,0,0.5,0.00052728710783,1
तारायण,0.454545454545454,0,0.09009009009009,0.428571428571429,0.5,0,0.007462686567164,0,0.5,0,1
क्षति,0.5,1,0.515463917525773,0.5,0.666666666666667,0.575342465753425,0.131578947368421,1,0.333333333333333,0.094581083783243,1
अपच्छेद,1,0,0,1,1,0,0,1,0.666666666666667,0,1
ईक्षण,0.6,1,0.495049504950495,0.666666666666667,0.5,0.875,0.292682926829268,1,0.333333333333333,0.000753579502638,1
असंसारी,0.5,0.5,1,0.2,0.75,0,0,0,0.5,0,1
जगद्विनाश,1,0,0.195121951219512,1,1,0.147540983606557,0.024,0.5,0.75,0,1
पटेला,0.428571428571429,0,0,0.25,0.666666666666667,0,0.008,0,0.5,0.002378121284186,1
विलयन,0.428571428571429,0.5,0.170731707317073,0.5,0.333333333333333,0.213114754098361,0,0,0.5,0.47205707491082,1
संविलयन,0.714285714285714,0.333333333333333,0.146341463414634,0.75,0.666666666666667,0.114754098360656,0,0,0.75,0.004161712247325,1
तपश्चर्या,0.875,0,0.009132420091324,1,0.6,0,0,1,0.75,0.006353240152478,1
तपोव्रत,0.625,0,0.009132420091324,0.75,0.4,0,0,0.5,0.5,0,1
तपस,0.125,0.6,0.794520547945205,0.25,0,0.27710843373494,1,0,0.25,0.004764930114358,1
तपश्चरण,0.625,0,0.009132420091324,1,0.2,0,0,0.5,0.75,0.000635324015248,1
निदाघ,0.375,0.4,0.063926940639269,0.25,0.4,0.204819277108434,0,0,0.25,0.001270648030496,1
निदाघकाल,0.75,0,0.031963470319635,0.75,0.6,0.144578313253012,0,0,0.75,0,1
शुचि,0.25,1,1,0,0.4,0.493975903614458,0.147102526002972,0,0.25,0.006035578144854,1
अवदाध,0.375,0.2,0.059360730593607,0.25,0.4,0.168674698795181,0,0,0.5,0,1
ज्वर,0.25,0,0,0.25,0.2,0.144578313253012,0.038632986627043,0.5,0.25,0.300825921219822,1
त्रिपाद,0.625,0.2,0.520547945205479,0.5,0.6,0.313253012048193,0.267459138187221,0.5,0.5,0.002541296060991,1
आतप,0.125,0.6,0.159817351598174,0,0.2,0.373493975903614,0.078751857355126,0,0.25,0.002223634053367,1
आगर,0,1,1,0,0.166666666666667,1,1,0,0.333333333333333,0.003356426696502,1
अभिघात,0.571428571428571,0.166666666666667,0.105263157894737,0.333333333333333,0.75,0.181818181818182,0.295081967213115,0,0.666666666666667,0.00091103965702,1
अवघात,0.428571428571429,0.333333333333333,0.894736842105263,0.333333333333333,0.5,0.818181818181818,0.497267759562841,0,0.666666666666667,5.35905680600214E-05,1
शुक्ल,0.333333333333333,0.3,0.230769230769231,0.4,0.4,0.245283018867924,0,0.5,0,0.549738219895288,1
धावड़ा,0.444444444444444,0.1,0.258741258741259,0.4,0.6,0.226415094339623,0,0,0.333333333333333,0.000227634873663,1
धव,0,0.1,0.258741258741259,0.2,0,0.226415094339623,0,0,0,0.000455269747325,1
धाव,0.111111111111111,0.2,0.27972027972028,0.2,0.2,0.25,0.027777777777778,0,0,0.007056681083542,1
ताम्रपुष्पी,1,0.1,0.258741258741259,1,1,0.226415094339623,0,1,1,0,1
सीधुपुष्पी,0.888888888888889,0.1,0.258741258741259,0.8,1,0.226415094339623,0,0.5,1,0,1
शुक्लवृक्ष,0.888888888888889,0,0.097902097902098,1,0.8,0.150943396226415,0,1,0.666666666666667,0,1
सिन्दूरी,0.666666666666667,0.2,0.314685314685315,0.6,0.8,0.235849056603774,0,0.5,0.666666666666667,0.005235602094241,1
नंदितरु,0.555555555555556,0,0.097902097902098,0.6,0.6,0.150943396226415,0,0,0.666666666666667,0,1
नन्दितरु,0.666666666666667,0,0.097902097902098,0.8,0.6,0.150943396226415,0,0.5,0.666666666666667,0,1
नंदी,0.222222222222222,0.5,0.496503496503497,0.2,0.4,0.669811320754717,0.166666666666667,0,0.333333333333333,0.02754381971318,1
याम्या,0.5,0.5,0.179775280898876,0.25,0.75,0.135593220338983,0,1,0.333333333333333,0,1
अवाची,0.333333333333333,0,0.089887640449438,0,0.75,0,0,0,0.666666666666667,0,1
वैवस्वती,0.833333333333333,0.25,0.696629213483146,0.75,0.75,0.525423728813559,0,1,0.666666666666667,0,1
दकन,0,0,0.067415730337079,0.25,0,0.152542372881356,0,0,0.333333333333333,0.000728756741,1
साउथ,0.166666666666667,0,0,0,0.5,0.084745762711864,0,0,0,0.059029296020988,1
ढाल,0.125,0.125,0.154362416107383,0,0.2,0.297297297297297,0.015748031496063,0,0,0.108927890118275,1
क्रम,0.125,0,0,0.25,0.2,0,0,1,0.2,0.637714440091855,1
अनुक्रमणिका,1,0.25,0.13265306122449,1,1,0.103896103896104,0.128289473684211,1,1,0.002836687829258,1
आनुपूर्व,0.625,0,0,0.5,0.8,0,0,1,0.4,0,1
रङ्ग,0.333333333333333,0.75,0.5,0.5,0,0.727272727272727,0.168,1,0,0,1
इब्तिदा,0.5,0.25,0.253521126760563,0.4,0.666666666666667,0.388888888888889,0.5,0.5,0.5,0.000519210799585,1
इंस्टिट्यूट,1,0,0,1,1,0,0,1,1,0,1
मुकदमा,0.5,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0.531199131850244,1
मुकद्दमा,0.833333333333333,0,0,1,0.666666666666667,0,0,1,1,0.028214867064569,1
मुक़दमा,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0,0,0.5,0,1
मुक़द्दमा,1,0,0,1,1,0,0,1,0.5,0.021703743895822,1
अभियोग,0.5,1,1,0.333333333333333,0.666666666666667,1,1,0,1,0.157894736842105,1
विहार,0.5,0.142857142857143,0.01840490797546,1,0.333333333333333,0.090909090909091,0,0,0.333333333333333,0.050662536568577,1
अठखेली,0.75,0.285714285714286,0.128834355828221,1,0.666666666666667,0.045454545454546,0,0,1,0.000619514713474,1
कौतुक,0.5,1,0.766871165644172,1,0.333333333333333,1,1,0,0.333333333333333,0.010118740320083,1
केलि,0.25,0.428571428571429,1,0,0.333333333333333,0.090909090909091,0.039106145251397,0,0.333333333333333,0.000963689554294,1
कलोल,0.25,0,0,1,0,0,0,0,0.333333333333333,0.00017208742041,1
किलोल,0.5,0,0,1,0.333333333333333,0,0,0,0.333333333333333,0.000653932197556,1
अर्गल,0.5,0.571428571428571,0.312883435582822,1,0.333333333333333,0.694805194805195,0.156424581005587,1,0.333333333333333,0,1
ढाक,0,0.166666666666667,0.174242424242424,0,0.25,0.177777777777778,0,0,0,0.420382165605096,1
वक्रपुष्प,0.75,0.5,0.431818181818182,0.8,0.75,0.766666666666667,0,0.666666666666667,0.5,0,1
नाहर,0.125,0.333333333333333,0.075757575757576,0.2,0.25,0.022222222222222,0.51219512195122,0,0.25,1,1
पूतदारु,0.5,0.166666666666667,0.174242424242424,0.4,0.75,0.177777777777778,0,0,0.75,0,1
पूतद्रु,0.5,0.666666666666667,0.515151515151515,0.4,0.75,1,0.219512195121951,0.333333333333333,0.5,0,1
महावरोह,0.5,0.166666666666667,0.174242424242424,0.6,0.5,0.177777777777778,0,0,0.75,0,1
पड़ाशी,0.375,0,0,0.2,0.75,0,0,0,0.5,0,1
त्रिवृंत,0.625,0,0,0.4,1,0,0,0.333333333333333,0.5,0,1
त्रिवृन्त,0.75,0,0,0.6,1,0,0,0.666666666666667,0.5,0,1
त्रिपर्ण,0.625,0,0,0.6,0.75,0,0,0.666666666666667,0.5,0.006369426751592,1
त्रिपर्णा,0.75,0,0,0.6,1,0,0,0.666666666666667,0.75,0,1
लाक्षातरु,0.75,0,0,0.6,1,0,0,0.333333333333333,0.5,0,1
यूप्य,0.25,0.166666666666667,0.060606060606061,0.2,0.5,0.022222222222222,0,0.333333333333333,0.25,0,1
ब्रह्मद्रुम,1,0,0,1,1,0,0,1,0.75,0,1
ब्रह्मपादप,0.875,0,0,1,0.75,0,0,0.666666666666667,1,0.006369426751592,1
वातपोथक,0.5,0,0,0.6,0.5,0,0,0,0.75,0,1
अभिषङ्ग,0.571428571428571,0.454545454545454,0.496688741721854,0.75,0.5,0.885906040268456,0.194444444444444,0.5,0.5,0,1
अवज्ञा,0.428571428571429,0.272727272727273,0.635761589403974,0.5,0.5,0.214765100671141,0.077777777777778,0.5,0.5,0.028080872913992,1
भङ्ग,0.142857142857143,1,1,0.5,0,0.697986577181208,1,0.5,0,0.000160462130937,1
प्रतिलेख,0.8,0.142857142857143,0.021276595744681,1,0.5,0.166666666666667,0,1,0.666666666666667,0.000559792876636,1
प्रतिलिपि,1,0,0,1,1,0,0,1,1,0.005248058218459,1
अनुलिपि,0.6,0,0,0.333333333333333,1,0,0,0,0.666666666666667,0,1
छद,0,0.666666666666667,1,0,0,0.421052631578947,1,0,0,3.86976686589516E-06,1
संशोधन,0.285714285714286,1,1,0.333333333333333,0.25,1,1,0,0.5,1,1
तरमीम,0.142857142857143,0,0,0.333333333333333,0,0.263157894736842,0,0,0.5,0.004464285714286,1
शुद्धिकरण,0.714285714285714,0,0.428571428571429,1,0.5,0,0,0.5,1,0.04586038961039,1
विशोधन,0.285714285714286,0,0.428571428571429,0.333333333333333,0.25,0,0,0,0.5,0.000811688311688,1
शोधन,0,0,0.428571428571429,0,0,0,0,0,0,0.118100649350649,1
परिष्क्रिया,1,0,0.428571428571429,1,1,0,0,1,1,0,1
परिष्कार,0.571428571428571,0,0.428571428571429,0.666666666666667,0.5,0,0,0.5,0.5,0.073051948051948,1
प्रशांतता,0.714285714285714,0.5,1,0.666666666666667,1,0.130434782608696,0.428571428571429,0.5,0.5,0.006648936170213,1
वध,0,0.142857142857143,0.132743362831858,0,0,0.673469387755102,0.544117647058823,0,0,0.313990461049285,1
प्रमथन,0.666666666666667,0.285714285714286,0.336283185840708,0.75,0.333333333333333,0.244897959183673,0.632352941176471,0.5,1,0,1
जबह,0.166666666666667,0,0.061946902654867,0.25,0,0,0.544117647058823,0,0.333333333333333,0.001324854266031,1
आलंभन,0.5,0.428571428571429,0.371681415929204,0.25,0.666666666666667,0.489795918367347,0.955882352941176,0,0.666666666666667,0.001589825119237,1
निमन्त्रण,0.875,0.166666666666667,0.32,1,0.75,0.115942028985507,0.048780487804878,1,0.666666666666667,0.048125867653864,1
अभिमंत्रण,0.875,0.166666666666667,0.1,0.75,1,0.115942028985507,0,0.5,1,0,1
अभिमन्त्रण,1,0.166666666666667,0.1,1,1,0.115942028985507,0,1,1,0.000462748727441,1
आह्वान,0.5,0.5,0.3,0.25,0.75,0.318840579710145,0,0.5,0.333333333333333,0.372512725590005,1
आवादन,0.375,0.166666666666667,0.12,0.25,0.5,0.115942028985507,0,0,0.666666666666667,0,1
नेवता,0.375,0.166666666666667,0.04,0.25,0.5,0.043478260869565,0,0,0.333333333333333,0.015733456732994,1
आमन्त्रण,0.75,0,0,0.75,0.75,0,0,1,0.666666666666667,0.006941230911615,1
आदापन,0.375,0,0,0.25,0.5,0,0,0,0.666666666666667,0,1
आसेब,0.25,0.166666666666667,0.548387096774194,0,1,0.923076923076923,0.305084745762712,0,0.333333333333333,0.000628140703518,1
तम्बीह,1,0.25,0.131578947368421,1,0.666666666666667,0.3125,0.015929203539823,1,0.5,0,1
सौगात,0.5,0,0,0.5,0.5,0,0,0,0.333333333333333,0.075694855115316,1
अरघ,0,1,1,0,0,1,1,0,0.333333333333333,0.001182732111177,1
हरकारा,0.333333333333333,0,0,0.333333333333333,0,0,0,0,1,1,1
पत्रवाहक,1,1,1,1,0,0.375,0,1,1,0.242424242424242,1
कासिद,0,0,0,0,0,0,0,0,0,0.424242424242424,1
क़ासिद,0.333333333333333,0,0,0,1,0,0,0,0,0.090909090909091,1
हक़ारत,0.166666666666667,0.666666666666667,1,0.333333333333333,0.25,0.780487804878049,1,0,0.333333333333333,0,1
परिहास,0.333333333333333,0.25,1,0.666666666666667,0.25,0.275862068965517,0.04,0,0.666666666666667,0.105074320861097,1
ठिठोली,0.333333333333333,0,0.705882352941176,0.333333333333333,0.5,0.241379310344828,0.04,0,0.666666666666667,0.035366478728857,1
ठट्ठा,0.166666666666667,0,0.705882352941176,0.333333333333333,0.25,0.241379310344828,0.04,1,0.333333333333333,0.021527421834957,1
चुहल,0,0,0.705882352941176,0.333333333333333,0,0.241379310344828,0.04,0,0.333333333333333,0.028703229113275,1
प्रहसन,0.333333333333333,0.25,0.735294117647059,1,0,0.344827586206897,0.04,1,1,0.088159917990774,1
हास्य,0.166666666666667,0.5,0.823529411764706,0.333333333333333,0.25,0.310344827586207,0.88,1,0.333333333333333,1,1
विनोदोक्ति,1,0,0.705882352941176,1,1,0.241379310344828,0.04,1,1,0,1
अभिहास,0.333333333333333,0,0.705882352941176,0.333333333333333,0.5,0.241379310344828,0.04,0,0.666666666666667,0,1
तफतीश,0.333333333333333,0,0.231884057971014,0.666666666666667,0.25,0.146341463414634,0.228070175438596,0,0.75,0.001130454442686,1
तहक़ीक़,0.666666666666667,0.2,0.391304347826087,0.666666666666667,0.75,0.219512195121951,0.228070175438596,0,0.75,0,1
पर्येषणा,0.833333333333333,0,0.231884057971014,1,0.75,0.146341463414634,0.228070175438596,1,0.75,0,1
पीनस,0,0.181818181818182,0.074074074074074,0,0,0.484848484848485,0.916666666666667,0,0,0.023809523809524,1
म्याना,0.4,0,0.006172839506173,0,0.666666666666667,0,0.75,1,0.5,0.005952380952381,1
खड़खड़िया,1,0.090909090909091,0.012345679012346,1,1,0.080808080808081,0.75,0,1,0.005952380952381,1
शिविका,0.4,0.090909090909091,0.04320987654321,0,0.666666666666667,0.02020202020202,1,0,0.5,0.017857142857143,1
सुखासन,0.4,0.181818181818182,0.067901234567901,0.5,0.333333333333333,0.353535353535354,0.75,0,0.5,0.327380952380952,1
